image_id,file_name,segment_id,category_id,gt_name,candidate_labels,thing_or_stuff,scores,pred,hit,area,bbox,score_gt,score_other,score_unknown,score_none,top1_score,top2_score,margin,area_bin_q,pred_type,area_bin10
15517,000000015517.jpg,20,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2044677734375, 'other': 0.2381591796875, 'unknown': 0.2186279296875, 'none': 0.219482421875}",other,False,149,"[0, 0, 0, 0]",0.2044677734375,0.2381591796875,0.2186279296875,0.219482421875,0.2381591796875,0.219482421875,0.0186767578125,Q1(smallest),other,"(15.999, 181.3]"
35682,000000035682.jpg,21,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.21630859375, 'other': 0.2293701171875, 'unknown': 0.22119140625, 'none': 0.214599609375}",other,False,58467,"[0, 0, 0, 0]",0.21630859375,0.2293701171875,0.22119140625,0.214599609375,0.2293701171875,0.22119140625,0.0081787109375,Q4(largest),other,"(58377.7, 405395.0]"
47585,000000047585.jpg,10,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.218994140625, 'other': 0.2286376953125, 'unknown': 0.2012939453125, 'none': 0.2052001953125}",other,False,2505,"[0, 0, 0, 0]",0.218994140625,0.2286376953125,0.2012939453125,0.2052001953125,0.2286376953125,0.218994140625,0.0096435546875,Q2,other,"(1251.0, 2543.0]"
35682,000000035682.jpg,6,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.204833984375, 'other': 0.225830078125, 'unknown': 0.2103271484375, 'none': 0.2054443359375}",other,False,4071,"[0, 0, 0, 0]",0.204833984375,0.225830078125,0.2103271484375,0.2054443359375,0.225830078125,0.2103271484375,0.0155029296875,Q3,other,"(2543.0, 5202.2]"
50145,000000050145.jpg,10,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2158203125, 'other': 0.2249755859375, 'unknown': 0.2142333984375, 'none': 0.2081298828125}",other,False,200,"[0, 0, 0, 0]",0.2158203125,0.2249755859375,0.2142333984375,0.2081298828125,0.2249755859375,0.2158203125,0.0091552734375,Q1(smallest),other,"(181.3, 333.6]"
47585,000000047585.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2213134765625, 'other': 0.224609375, 'unknown': 0.20166015625, 'none': 0.205322265625}",other,False,12130,"[0, 0, 0, 0]",0.2213134765625,0.224609375,0.20166015625,0.205322265625,0.224609375,0.2213134765625,0.0032958984375,Q3,other,"(11257.7, 25833.0]"
47585,000000047585.jpg,9,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2200927734375, 'other': 0.2239990234375, 'unknown': 0.2027587890625, 'none': 0.20654296875}",other,False,472,"[0, 0, 0, 0]",0.2200927734375,0.2239990234375,0.2027587890625,0.20654296875,0.2239990234375,0.2200927734375,0.00390625,Q1(smallest),other,"(333.6, 644.7]"
35682,000000035682.jpg,22,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2012939453125, 'other': 0.2237548828125, 'unknown': 0.2099609375, 'none': 0.20703125}",other,False,2537,"[0, 0, 0, 0]",0.2012939453125,0.2237548828125,0.2099609375,0.20703125,0.2237548828125,0.2099609375,0.0137939453125,Q2,other,"(1251.0, 2543.0]"
35682,000000035682.jpg,7,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.20068359375, 'other': 0.2235107421875, 'unknown': 0.2100830078125, 'none': 0.2066650390625}",other,False,2064,"[0, 0, 0, 0]",0.20068359375,0.2235107421875,0.2100830078125,0.2066650390625,0.2235107421875,0.2100830078125,0.013427734375,Q2,other,"(1251.0, 2543.0]"
42628,000000042628.jpg,4,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.208984375, 'other': 0.2156982421875, 'unknown': 0.222412109375, 'none': 0.205810546875}",unknown,False,3043,"[0, 0, 0, 0]",0.208984375,0.2156982421875,0.222412109375,0.205810546875,0.222412109375,0.2156982421875,0.0067138671875,Q3,unknown,"(2543.0, 5202.2]"
51938,000000051938.jpg,6,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.209228515625, 'other': 0.2220458984375, 'unknown': 0.2158203125, 'none': 0.20361328125}",other,False,165,"[0, 0, 0, 0]",0.209228515625,0.2220458984375,0.2158203125,0.20361328125,0.2220458984375,0.2158203125,0.0062255859375,Q1(smallest),other,"(15.999, 181.3]"
51938,000000051938.jpg,7,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.209228515625, 'other': 0.2218017578125, 'unknown': 0.215576171875, 'none': 0.2034912109375}",other,False,85,"[0, 0, 0, 0]",0.209228515625,0.2218017578125,0.215576171875,0.2034912109375,0.2218017578125,0.215576171875,0.0062255859375,Q1(smallest),other,"(15.999, 181.3]"
7977,000000007977.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2144775390625, 'other': 0.2216796875, 'unknown': 0.2159423828125, 'none': 0.2108154296875}",other,False,14063,"[0, 0, 0, 0]",0.2144775390625,0.2216796875,0.2159423828125,0.2108154296875,0.2216796875,0.2159423828125,0.0057373046875,Q3,other,"(11257.7, 25833.0]"
42628,000000042628.jpg,5,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2113037109375, 'other': 0.21630859375, 'unknown': 0.221435546875, 'none': 0.20654296875}",unknown,False,2083,"[0, 0, 0, 0]",0.2113037109375,0.21630859375,0.221435546875,0.20654296875,0.221435546875,0.21630859375,0.005126953125,Q2,unknown,"(1251.0, 2543.0]"
51938,000000051938.jpg,5,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.208740234375, 'other': 0.221435546875, 'unknown': 0.2152099609375, 'none': 0.2030029296875}",other,False,306,"[0, 0, 0, 0]",0.208740234375,0.221435546875,0.2152099609375,0.2030029296875,0.221435546875,0.2152099609375,0.0062255859375,Q1(smallest),other,"(181.3, 333.6]"
47740,000000047740.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2115478515625, 'other': 0.22119140625, 'unknown': 0.213134765625, 'none': 0.2059326171875}",other,False,702,"[0, 0, 0, 0]",0.2115478515625,0.22119140625,0.213134765625,0.2059326171875,0.22119140625,0.213134765625,0.008056640625,Q2,other,"(644.7, 1251.0]"
25181,000000025181.jpg,13,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2025146484375, 'other': 0.220947265625, 'unknown': 0.1995849609375, 'none': 0.2064208984375}",other,False,314,"[0, 0, 0, 0]",0.2025146484375,0.220947265625,0.1995849609375,0.2064208984375,0.220947265625,0.2064208984375,0.0145263671875,Q1(smallest),other,"(181.3, 333.6]"
24021,000000024021.jpg,120,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1822509765625, 'other': 0.217529296875, 'unknown': 0.220703125, 'none': 0.2015380859375}",unknown,False,139,"[0, 0, 0, 0]",0.1822509765625,0.217529296875,0.220703125,0.2015380859375,0.220703125,0.217529296875,0.003173828125,Q1(smallest),unknown,"(15.999, 181.3]"
24021,000000024021.jpg,83,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1829833984375, 'other': 0.2174072265625, 'unknown': 0.2205810546875, 'none': 0.2008056640625}",unknown,False,271,"[0, 0, 0, 0]",0.1829833984375,0.2174072265625,0.2205810546875,0.2008056640625,0.2205810546875,0.2174072265625,0.003173828125,Q1(smallest),unknown,"(181.3, 333.6]"
40083,000000040083.jpg,14,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.21337890625, 'other': 0.2205810546875, 'unknown': 0.2166748046875, 'none': 0.2103271484375}",other,False,562,"[0, 0, 0, 0]",0.21337890625,0.2205810546875,0.2166748046875,0.2103271484375,0.2205810546875,0.2166748046875,0.00390625,Q2,other,"(333.6, 644.7]"
25181,000000025181.jpg,9,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2017822265625, 'other': 0.2205810546875, 'unknown': 0.2003173828125, 'none': 0.2054443359375}",other,False,123,"[0, 0, 0, 0]",0.2017822265625,0.2205810546875,0.2003173828125,0.2054443359375,0.2205810546875,0.2054443359375,0.01513671875,Q1(smallest),other,"(15.999, 181.3]"
24021,000000024021.jpg,105,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1839599609375, 'other': 0.2174072265625, 'unknown': 0.22021484375, 'none': 0.200927734375}",unknown,False,282,"[0, 0, 0, 0]",0.1839599609375,0.2174072265625,0.22021484375,0.200927734375,0.22021484375,0.2174072265625,0.0028076171875,Q1(smallest),unknown,"(181.3, 333.6]"
24021,000000024021.jpg,72,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.18408203125, 'other': 0.217041015625, 'unknown': 0.22021484375, 'none': 0.1998291015625}",unknown,False,945,"[0, 0, 0, 0]",0.18408203125,0.217041015625,0.22021484375,0.1998291015625,0.22021484375,0.217041015625,0.003173828125,Q2,unknown,"(644.7, 1251.0]"
39914,000000039914.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2113037109375, 'other': 0.22021484375, 'unknown': 0.20751953125, 'none': 0.201171875}",other,False,106,"[0, 0, 0, 0]",0.2113037109375,0.22021484375,0.20751953125,0.201171875,0.22021484375,0.2113037109375,0.0089111328125,Q1(smallest),other,"(15.999, 181.3]"
7511,000000007511.jpg,10,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2117919921875, 'other': 0.2200927734375, 'unknown': 0.2137451171875, 'none': 0.2017822265625}",other,False,191,"[0, 0, 0, 0]",0.2117919921875,0.2200927734375,0.2137451171875,0.2017822265625,0.2200927734375,0.2137451171875,0.00634765625,Q1(smallest),other,"(181.3, 333.6]"
47740,000000047740.jpg,7,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2086181640625, 'other': 0.2200927734375, 'unknown': 0.2113037109375, 'none': 0.2088623046875}",other,False,675,"[0, 0, 0, 0]",0.2086181640625,0.2200927734375,0.2113037109375,0.2088623046875,0.2200927734375,0.2113037109375,0.0087890625,Q2,other,"(644.7, 1251.0]"
8690,000000008690.jpg,11,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1927490234375, 'other': 0.2200927734375, 'unknown': 0.2044677734375, 'none': 0.1995849609375}",other,False,884,"[0, 0, 0, 0]",0.1927490234375,0.2200927734375,0.2044677734375,0.1995849609375,0.2200927734375,0.2044677734375,0.015625,Q2,other,"(644.7, 1251.0]"
24021,000000024021.jpg,56,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.18359375, 'other': 0.217041015625, 'unknown': 0.219970703125, 'none': 0.2000732421875}",unknown,False,623,"[0, 0, 0, 0]",0.18359375,0.217041015625,0.219970703125,0.2000732421875,0.219970703125,0.217041015625,0.0029296875,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,54,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1865234375, 'other': 0.2169189453125, 'unknown': 0.219970703125, 'none': 0.199951171875}",unknown,False,418,"[0, 0, 0, 0]",0.1865234375,0.2169189453125,0.219970703125,0.199951171875,0.219970703125,0.2169189453125,0.0030517578125,Q1(smallest),unknown,"(333.6, 644.7]"
9590,000000009590.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2034912109375, 'other': 0.219970703125, 'unknown': 0.2020263671875, 'none': 0.20068359375}",other,False,7080,"[0, 0, 0, 0]",0.2034912109375,0.219970703125,0.2020263671875,0.20068359375,0.219970703125,0.2034912109375,0.0164794921875,Q3,other,"(5202.2, 11257.7]"
24021,000000024021.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.181884765625, 'other': 0.2169189453125, 'unknown': 0.2198486328125, 'none': 0.20068359375}",unknown,False,697,"[0, 0, 0, 0]",0.181884765625,0.2169189453125,0.2198486328125,0.20068359375,0.2198486328125,0.2169189453125,0.0029296875,Q2,unknown,"(644.7, 1251.0]"
24021,000000024021.jpg,64,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1845703125, 'other': 0.216796875, 'unknown': 0.2198486328125, 'none': 0.20068359375}",unknown,False,472,"[0, 0, 0, 0]",0.1845703125,0.216796875,0.2198486328125,0.20068359375,0.2198486328125,0.216796875,0.0030517578125,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,100,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.187744140625, 'other': 0.2164306640625, 'unknown': 0.2198486328125, 'none': 0.1993408203125}",unknown,False,696,"[0, 0, 0, 0]",0.187744140625,0.2164306640625,0.2198486328125,0.1993408203125,0.2198486328125,0.2164306640625,0.00341796875,Q2,unknown,"(644.7, 1251.0]"
7511,000000007511.jpg,14,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2117919921875, 'other': 0.2198486328125, 'unknown': 0.214599609375, 'none': 0.2025146484375}",other,False,167,"[0, 0, 0, 0]",0.2117919921875,0.2198486328125,0.214599609375,0.2025146484375,0.2198486328125,0.214599609375,0.0052490234375,Q1(smallest),other,"(15.999, 181.3]"
7511,000000007511.jpg,15,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2117919921875, 'other': 0.2198486328125, 'unknown': 0.214599609375, 'none': 0.2025146484375}",other,False,91,"[0, 0, 0, 0]",0.2117919921875,0.2198486328125,0.214599609375,0.2025146484375,0.2198486328125,0.214599609375,0.0052490234375,Q1(smallest),other,"(15.999, 181.3]"
24021,000000024021.jpg,13,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1829833984375, 'other': 0.21728515625, 'unknown': 0.2197265625, 'none': 0.2010498046875}",unknown,False,372,"[0, 0, 0, 0]",0.1829833984375,0.21728515625,0.2197265625,0.2010498046875,0.2197265625,0.21728515625,0.00244140625,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,127,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.181884765625, 'other': 0.2166748046875, 'unknown': 0.2197265625, 'none': 0.199951171875}",unknown,False,609,"[0, 0, 0, 0]",0.181884765625,0.2166748046875,0.2197265625,0.199951171875,0.2197265625,0.2166748046875,0.0030517578125,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,69,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1854248046875, 'other': 0.2164306640625, 'unknown': 0.2197265625, 'none': 0.2001953125}",unknown,False,292,"[0, 0, 0, 0]",0.1854248046875,0.2164306640625,0.2197265625,0.2001953125,0.2197265625,0.2164306640625,0.0032958984375,Q1(smallest),unknown,"(181.3, 333.6]"
7511,000000007511.jpg,13,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2117919921875, 'other': 0.2197265625, 'unknown': 0.21435546875, 'none': 0.202392578125}",other,False,171,"[0, 0, 0, 0]",0.2117919921875,0.2197265625,0.21435546875,0.202392578125,0.2197265625,0.21435546875,0.00537109375,Q1(smallest),other,"(15.999, 181.3]"
7511,000000007511.jpg,11,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.211669921875, 'other': 0.2197265625, 'unknown': 0.2142333984375, 'none': 0.2022705078125}",other,False,305,"[0, 0, 0, 0]",0.211669921875,0.2197265625,0.2142333984375,0.2022705078125,0.2197265625,0.2142333984375,0.0054931640625,Q1(smallest),other,"(181.3, 333.6]"
7511,000000007511.jpg,12,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2120361328125, 'other': 0.2197265625, 'unknown': 0.2142333984375, 'none': 0.202392578125}",other,False,376,"[0, 0, 0, 0]",0.2120361328125,0.2197265625,0.2142333984375,0.202392578125,0.2197265625,0.2142333984375,0.0054931640625,Q1(smallest),other,"(333.6, 644.7]"
7511,000000007511.jpg,9,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2117919921875, 'other': 0.2197265625, 'unknown': 0.2138671875, 'none': 0.2021484375}",other,False,237,"[0, 0, 0, 0]",0.2117919921875,0.2197265625,0.2138671875,0.2021484375,0.2197265625,0.2138671875,0.005859375,Q1(smallest),other,"(181.3, 333.6]"
24021,000000024021.jpg,97,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.185791015625, 'other': 0.2169189453125, 'unknown': 0.2196044921875, 'none': 0.200439453125}",unknown,False,582,"[0, 0, 0, 0]",0.185791015625,0.2169189453125,0.2196044921875,0.200439453125,0.2196044921875,0.2169189453125,0.002685546875,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,71,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.185546875, 'other': 0.216552734375, 'unknown': 0.2196044921875, 'none': 0.200927734375}",unknown,False,452,"[0, 0, 0, 0]",0.185546875,0.216552734375,0.2196044921875,0.200927734375,0.2196044921875,0.216552734375,0.0030517578125,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,58,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1837158203125, 'other': 0.21630859375, 'unknown': 0.2196044921875, 'none': 0.20068359375}",unknown,False,492,"[0, 0, 0, 0]",0.1837158203125,0.21630859375,0.2196044921875,0.20068359375,0.2196044921875,0.21630859375,0.0032958984375,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,85,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1898193359375, 'other': 0.216064453125, 'unknown': 0.2196044921875, 'none': 0.19970703125}",unknown,False,630,"[0, 0, 0, 0]",0.1898193359375,0.216064453125,0.2196044921875,0.19970703125,0.2196044921875,0.216064453125,0.0035400390625,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,142,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.184326171875, 'other': 0.21728515625, 'unknown': 0.219482421875, 'none': 0.2003173828125}",unknown,False,451,"[0, 0, 0, 0]",0.184326171875,0.21728515625,0.219482421875,0.2003173828125,0.219482421875,0.21728515625,0.002197265625,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,104,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.18701171875, 'other': 0.2156982421875, 'unknown': 0.219482421875, 'none': 0.2001953125}",unknown,False,1112,"[0, 0, 0, 0]",0.18701171875,0.2156982421875,0.219482421875,0.2001953125,0.219482421875,0.2156982421875,0.0037841796875,Q2,unknown,"(644.7, 1251.0]"
24021,000000024021.jpg,73,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1864013671875, 'other': 0.216552734375, 'unknown': 0.2193603515625, 'none': 0.2008056640625}",unknown,False,376,"[0, 0, 0, 0]",0.1864013671875,0.216552734375,0.2193603515625,0.2008056640625,0.2193603515625,0.216552734375,0.0028076171875,Q1(smallest),unknown,"(333.6, 644.7]"
9590,000000009590.jpg,28,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.204345703125, 'other': 0.2193603515625, 'unknown': 0.205322265625, 'none': 0.197265625}",other,False,4050,"[0, 0, 0, 0]",0.204345703125,0.2193603515625,0.205322265625,0.197265625,0.2193603515625,0.205322265625,0.0140380859375,Q3,other,"(2543.0, 5202.2]"
24021,000000024021.jpg,19,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.183837890625, 'other': 0.217041015625, 'unknown': 0.21923828125, 'none': 0.20166015625}",unknown,False,422,"[0, 0, 0, 0]",0.183837890625,0.217041015625,0.21923828125,0.20166015625,0.21923828125,0.217041015625,0.002197265625,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,135,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1856689453125, 'other': 0.2166748046875, 'unknown': 0.21923828125, 'none': 0.2000732421875}",unknown,False,429,"[0, 0, 0, 0]",0.1856689453125,0.2166748046875,0.21923828125,0.2000732421875,0.21923828125,0.2166748046875,0.0025634765625,Q1(smallest),unknown,"(333.6, 644.7]"
50145,000000050145.jpg,14,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2115478515625, 'other': 0.21923828125, 'unknown': 0.2161865234375, 'none': 0.2071533203125}",other,False,819,"[0, 0, 0, 0]",0.2115478515625,0.21923828125,0.2161865234375,0.2071533203125,0.21923828125,0.2161865234375,0.0030517578125,Q2,other,"(644.7, 1251.0]"
24021,000000024021.jpg,82,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1876220703125, 'other': 0.2159423828125, 'unknown': 0.21923828125, 'none': 0.2001953125}",unknown,False,372,"[0, 0, 0, 0]",0.1876220703125,0.2159423828125,0.21923828125,0.2001953125,0.21923828125,0.2159423828125,0.0032958984375,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,94,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1875, 'other': 0.2154541015625, 'unknown': 0.21923828125, 'none': 0.19921875}",unknown,False,1131,"[0, 0, 0, 0]",0.1875,0.2154541015625,0.21923828125,0.19921875,0.21923828125,0.2154541015625,0.0037841796875,Q2,unknown,"(644.7, 1251.0]"
46497,000000046497.jpg,4,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2005615234375, 'other': 0.2191162109375, 'unknown': 0.21142578125, 'none': 0.2032470703125}",other,False,5408,"[0, 0, 0, 0]",0.2005615234375,0.2191162109375,0.21142578125,0.2032470703125,0.2191162109375,0.21142578125,0.0076904296875,Q3,other,"(5202.2, 11257.7]"
9590,000000009590.jpg,22,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2021484375, 'other': 0.2191162109375, 'unknown': 0.2021484375, 'none': 0.1956787109375}",other,False,6810,"[0, 0, 0, 0]",0.2021484375,0.2191162109375,0.2021484375,0.1956787109375,0.2191162109375,0.2021484375,0.0169677734375,Q3,other,"(5202.2, 11257.7]"
24021,000000024021.jpg,59,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1868896484375, 'other': 0.216552734375, 'unknown': 0.218994140625, 'none': 0.1998291015625}",unknown,False,589,"[0, 0, 0, 0]",0.1868896484375,0.216552734375,0.218994140625,0.1998291015625,0.218994140625,0.216552734375,0.00244140625,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,25,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1849365234375, 'other': 0.21630859375, 'unknown': 0.218994140625, 'none': 0.20068359375}",unknown,False,849,"[0, 0, 0, 0]",0.1849365234375,0.21630859375,0.218994140625,0.20068359375,0.218994140625,0.21630859375,0.002685546875,Q2,unknown,"(644.7, 1251.0]"
24021,000000024021.jpg,114,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1917724609375, 'other': 0.21533203125, 'unknown': 0.218994140625, 'none': 0.202392578125}",unknown,False,1381,"[0, 0, 0, 0]",0.1917724609375,0.21533203125,0.218994140625,0.202392578125,0.218994140625,0.21533203125,0.003662109375,Q2,unknown,"(1251.0, 2543.0]"
